[2026-05-31T10:50:38.798+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-05-31T10:50:38.812+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-05-31T10:50:34.654234+00:00 [queued]>
[2026-05-31T10:50:38.816+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-05-31T10:50:34.654234+00:00 [queued]>
[2026-05-31T10:50:38.817+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-05-31T10:50:38.949+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AaMdXZMvT3w
[2026-05-31T10:50:38.952+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: QAkEMtJpq3c
[2026-05-31T10:50:38.954+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hCuqh2NU2Yg
[2026-05-31T10:50:38.956+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: B9LizOAAoLg
[2026-05-31T10:50:38.958+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: rqsRdfdN4uI
[2026-05-31T10:50:38.960+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: feu5PQvoCiA
[2026-05-31T10:50:38.963+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 6Zy5VLcEbZc
[2026-05-31T10:50:38.965+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: VEGq2Du_HCw
[2026-05-31T10:50:38.967+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: EdT5Z16Y5WE
[2026-05-31T10:50:38.969+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ScjQAcbA9e4
[2026-05-31T10:50:38.971+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hRBpDdWbUpI
[2026-05-31T10:50:38.974+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: pzxtGL9kzPs
[2026-05-31T10:50:38.976+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: yy-Nt0dRhNI
[2026-05-31T10:50:38.978+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: zRtGL0-5rg4
[2026-05-31T10:50:38.980+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: mFWpUx3FiyU
[2026-05-31T10:50:38.982+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 6W_841xoprg
[2026-05-31T10:50:38.984+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: VIJLIo5yT1I
[2026-05-31T10:50:38.986+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: uNu6XEPTy5g
[2026-05-31T10:50:38.988+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: DXVHmGoCTco
[2026-05-31T10:50:38.990+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: _JUlWtSCNbs
[2026-05-31T10:50:38.992+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AKC50SZQFN8
[2026-05-31T10:50:38.994+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 897gvApD6V4
[2026-05-31T10:50:38.997+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Z9NxQdQ8Rpg
[2026-05-31T10:50:38.999+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: JFtlf8RoPZY
[2026-05-31T10:50:39.001+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: jCE1Ol3PYDs
[2026-05-31T10:50:39.003+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: IqL-ZunFfpk
[2026-05-31T10:50:39.005+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: purAsH7pXTQ
[2026-05-31T10:50:39.007+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: IEuDUhGIJ5c
[2026-05-31T10:50:39.009+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: IcuJ3vO_t3k
[2026-05-31T10:50:39.011+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: c9VS_cgInT4
[2026-05-31T10:50:39.013+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: KaUuPNYHFNg
[2026-05-31T10:50:39.016+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 5OLs1GWB4OA
[2026-05-31T10:50:39.018+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hjkbqeWQAM8
[2026-05-31T10:50:39.020+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: XbaZ45LVzzM
[2026-05-31T10:50:39.022+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: gar4U3n-ILY
[2026-05-31T10:50:39.024+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 9WEQts7b8Pw
[2026-05-31T10:50:39.026+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: toIeUtplfWQ
[2026-05-31T10:50:39.028+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: _sBRk9ADpK8
[2026-05-31T10:50:39.030+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: kNLr-cduzuo
[2026-05-31T10:50:39.032+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: pAnGwRiQ4-4
[2026-05-31T10:50:39.035+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: wSh8fAFWEWs
[2026-05-31T10:50:39.037+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3GNyw4uaAqU
[2026-05-31T10:50:39.039+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ywIcdSNJolo
[2026-05-31T10:50:39.041+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: QJI0an6irrA
[2026-05-31T10:50:39.043+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: mktYW177p6U
[2026-05-31T10:50:39.045+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 7aE4EhHXzlA
[2026-05-31T10:50:39.047+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: IJkB-oapuks
[2026-05-31T10:50:39.049+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ZFoNBxpXen4
[2026-05-31T10:50:39.051+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: RB71Z-vVvCc
[2026-05-31T10:50:39.054+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: fO5FwBcCJBY
[2026-05-31T10:50:39.056+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: U-x6KxH1kB4
[2026-05-31T10:50:39.058+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 8bMh8azh3CY
[2026-05-31T10:50:39.060+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: SE9xF1l3ZwE
[2026-05-31T10:50:39.062+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: rF00lQ_upzg
[2026-05-31T10:50:39.065+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: uZY9xr-QAk0
[2026-05-31T10:50:39.067+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AWBsoArakNY
[2026-05-31T10:50:39.069+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Ah_uuTwGOYU
[2026-05-31T10:50:39.071+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: WROMyJAJmp4
[2026-05-31T10:50:39.074+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: tAwzBYE18Us
[2026-05-31T10:50:39.076+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: LyFMbY-c_Lc
[2026-05-31T10:50:39.078+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3RmOvxilbPM
[2026-05-31T10:50:39.080+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: R7MkZL5i3FQ
[2026-05-31T10:50:39.082+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 26QQE7EsnLA
[2026-05-31T10:50:39.085+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: PryTbmudhS8
[2026-05-31T10:50:39.087+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Oo9EbArcQ1c
[2026-05-31T10:50:39.089+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: yWEUL3crU_E
[2026-05-31T10:50:39.092+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: JgJrQnDIRgg
[2026-05-31T10:50:39.094+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: gtkqnhN0VkU
[2026-05-31T10:50:39.097+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hYahU_Cqwp8
[2026-05-31T10:50:39.099+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: oiZvK6MY7tI
[2026-05-31T10:50:39.101+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: F0OkwXKcPSE
[2026-05-31T10:50:39.103+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 686PL7rt654
[2026-05-31T10:50:39.105+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: zo7i8VTpfNM
[2026-05-31T10:50:39.108+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: NfhuGUyWYfQ
[2026-05-31T10:50:39.110+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: wIpWCJKfRXs
[2026-05-31T10:50:39.112+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 9Xeepzg1B8I
[2026-05-31T10:50:39.114+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 50G0kIty7Cg
[2026-05-31T10:50:39.116+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 4l97aNza_Zc
[2026-05-31T10:50:39.118+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3ih2bPKSWsQ
[2026-05-31T10:50:39.120+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: uA9Zcg3vHvo
[2026-05-31T10:50:39.122+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: _AbFXuGDRTs
[2026-05-31T10:50:39.124+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: MOGW3v3pJ5Y
[2026-05-31T10:50:39.126+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: XNtTO_339kU
[2026-05-31T10:50:39.128+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: rB9NynBZ4go
[2026-05-31T10:50:39.131+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: R_BmT1OJw98
[2026-05-31T10:50:39.133+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: vpRW4JhzfSE
[2026-05-31T10:50:39.135+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: qXW93Cois2s
[2026-05-31T10:50:39.137+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: r7f0L48dHpc
[2026-05-31T10:50:39.139+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Z4hVGCWH1Kc
[2026-05-31T10:50:39.141+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: zxuICI0kL3s
[2026-05-31T10:50:39.144+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: R1SFXJo-FlE
[2026-05-31T10:50:39.146+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: lQz5aqjZ3lQ
[2026-05-31T10:50:39.148+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: EiFcNbXBqeo
[2026-05-31T10:50:39.150+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: pzBi1nwDn8U
[2026-05-31T10:50:39.152+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: R7oW0LwS_e4
[2026-05-31T10:50:39.154+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: BfKI_TQnQvo
[2026-05-31T10:50:39.157+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: FWAdfuPpLOc
[2026-05-31T10:50:39.159+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: NjlP2_l1Wr0
[2026-05-31T10:50:39.161+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: gGcaGdHlt60
[2026-05-31T10:50:39.163+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: pe_ejTiIcSs
[2026-05-31T10:50:39.165+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: V6In4tmd-w8
[2026-05-31T10:50:39.167+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ZGvn9ywXjpY
[2026-05-31T10:50:39.169+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hTSaweR8qMI
[2026-05-31T10:50:39.171+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: KCRLP-zBacU
[2026-05-31T10:50:39.174+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: c2ukL_zjFCk
[2026-05-31T10:50:39.176+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: DZIASl9q90s
[2026-05-31T10:50:39.178+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 7qY-qalCI2Y
[2026-05-31T10:50:39.180+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: N0pwLtonPdg
[2026-05-31T10:50:39.182+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: -4GmbBoYQjE
[2026-05-31T10:50:39.184+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 0yPgljFcTR4
[2026-05-31T10:50:39.186+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: TN1wErFGTzM
[2026-05-31T10:50:39.188+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3dxksf0CzS8
[2026-05-31T10:50:39.190+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: uyiG6uw-6pA
[2026-05-31T10:50:39.193+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: M1STzb7k9L8
[2026-05-31T10:50:39.195+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 7K-yxGWYsnk
[2026-05-31T10:50:39.197+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Tbn4cYCaZCk
[2026-05-31T10:50:39.199+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: figrl0aOULs
[2026-05-31T10:50:39.201+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Uxc84UUrVHk
[2026-05-31T10:50:39.203+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: BzKaMelDzqo
[2026-05-31T10:50:39.205+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 4yx9ZJDfyKk
[2026-05-31T10:50:39.207+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: kPa_S6jN9ls
[2026-05-31T10:50:39.210+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 69g-YcbmgQA
[2026-05-31T10:50:39.212+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: aKq8bkY5eTU
[2026-05-31T10:50:39.214+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: TNtpUQbW4mg
[2026-05-31T10:50:39.216+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: TgCm8oDmxOk
[2026-05-31T10:50:39.218+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 954wJ3uHVAk
[2026-05-31T10:50:39.220+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: zajUgQLviwk
[2026-05-31T10:50:39.222+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: PXevNM0awlI
[2026-05-31T10:50:39.225+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: PuQ5UxKUY48
[2026-05-31T10:50:39.227+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: L5ihmu87xTE
[2026-05-31T10:50:39.229+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: nAiKLoCP-kU
[2026-05-31T10:50:39.231+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: NDsO1LT_0lw
[2026-05-31T10:50:39.233+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: sF5LYGgKbUA
[2026-05-31T10:50:39.235+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: MFpWEKN9c6Y
[2026-05-31T10:50:39.237+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: EvqtfK_RaRg
[2026-05-31T10:50:39.239+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3cWm9B_0_kI
[2026-05-31T10:50:39.242+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: qtWqHIx8Z-o
[2026-05-31T10:50:39.244+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: gs8qfL9PNac
[2026-05-31T10:50:39.246+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: DBPYB8WkkDc
[2026-05-31T10:50:39.248+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: UTdcX1e0cMA
[2026-05-31T10:50:39.250+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: HcL1EQ5qD_g
[2026-05-31T10:50:39.252+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: dc089EZRGcg
[2026-05-31T10:50:39.254+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: vXNtju4VFm4
[2026-05-31T10:50:39.256+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: I9mw5UlDyPI
[2026-05-31T10:50:39.259+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: pS-fFdvyHLE
[2026-05-31T10:50:39.261+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Xj0Jtjg3lHQ
[2026-05-31T10:50:39.264+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 9UtcHPCEBgg
[2026-05-31T10:50:39.266+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ZNt_GoOBHq8
[2026-05-31T10:50:39.268+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: bn0Kh9c4Zv4
[2026-05-31T10:50:39.271+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: dDVFnfCwjHA
[2026-05-31T10:50:39.273+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Kt2HvqRruHQ
[2026-05-31T10:50:39.275+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: vDrSCXFMAKk
[2026-05-31T10:50:39.278+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: snX5YyflrGw
[2026-05-31T10:50:39.280+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: nbzQdlWrcnk
[2026-05-31T10:50:39.282+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 8krJy31Diow
[2026-05-31T10:50:39.285+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: aRcUVhVlSHg
[2026-05-31T10:50:39.287+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Jo7sfpeWqwE
[2026-05-31T10:50:39.289+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: QtD-CeUdRUQ
[2026-05-31T10:50:39.292+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ndAQfTzlVjc
[2026-05-31T10:50:39.294+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AydS-vA3qa4
[2026-05-31T10:50:39.296+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: UPrkC1LdlLY
[2026-05-31T10:50:39.299+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 8bTQMDM4qvY
[2026-05-31T10:50:39.301+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: DBw0oD38z0Q
[2026-05-31T10:50:39.303+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 4SNThp0YiU4
[2026-05-31T10:50:39.306+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: XhuisK0bTSA
[2026-05-31T10:50:39.308+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: KkCXLABwHP0
[2026-05-31T10:50:39.310+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: PWirijQkH4M
[2026-05-31T10:50:39.312+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: U_LlX4t0A9I
[2026-05-31T10:50:39.314+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: T8I165Qxeo8
[2026-05-31T10:50:39.317+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: i-9V21MqlhY
[2026-05-31T10:50:39.319+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: YyNz4--6fro
[2026-05-31T10:50:39.321+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: oA4LSZvX4iE
[2026-05-31T10:50:39.323+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ZKxnjszkZto
[2026-05-31T10:50:39.325+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 8_gdcaX9Xqk
[2026-05-31T10:50:39.328+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: snUyLbGx6U4
[2026-05-31T10:50:39.330+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Pv0iVoSZzN8
[2026-05-31T10:50:39.332+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: CWbV3NItSdY
[2026-05-31T10:50:39.334+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: l-nMKJ5J3Uc
[2026-05-31T10:50:39.336+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: XE1Qyss8GIY
[2026-05-31T10:50:39.339+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 6GzHPS0rEgc
[2026-05-31T10:50:39.341+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: imhY0pe-Sd8
[2026-05-31T10:50:39.343+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: erLbbextvlY
[2026-05-31T10:50:39.345+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: OnTTThIzuNU
[2026-05-31T10:50:39.347+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: mKdjycj-7eE
[2026-05-31T10:50:39.350+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: tWYsfOSY9vY
[2026-05-31T10:50:39.352+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: sH48lKbayNU
[2026-05-31T10:50:39.354+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AFXoSFNMwIA
[2026-05-31T10:50:39.356+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: k194wHZHjB0
[2026-05-31T10:50:39.358+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AjwAdtlRKf8
[2026-05-31T10:50:39.360+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: KOEfDvr4DcQ
[2026-05-31T10:50:39.362+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: krsBRQbOPQ4
[2026-05-31T10:50:39.364+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 7ESeQBeikKs
[2026-05-31T10:50:39.366+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: lOKASgtr6kU
[2026-05-31T10:50:39.368+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 9RhWXPcKBI8
[2026-05-31T10:50:39.371+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: ZVt9ZJfWV1c
[2026-05-31T10:50:39.373+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: rWBOITBjitE
[2026-05-31T10:50:39.375+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: tnTPaLOaHz8
[2026-05-31T10:50:39.378+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Wdjh81uH6FU
[2026-05-31T10:50:39.380+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 7dYTw-jAYkY
[2026-05-31T10:50:39.382+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AjZDwxt7S8w
[2026-05-31T10:50:39.385+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: aZnqqXaT02g
[2026-05-31T10:50:39.387+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: mwKJfNYwvm8
[2026-05-31T10:50:39.389+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: l9_8_pDTmis
[2026-05-31T10:50:39.391+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: n7x4Jj9pdH8
[2026-05-31T10:50:39.394+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: QjvpjXdgugA
[2026-05-31T10:50:39.396+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: jGAJCAuV3pQ
[2026-05-31T10:50:39.398+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: c0v8OPItCOg
[2026-05-31T10:50:39.400+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 3ryID_SwU5E
[2026-05-31T10:50:39.402+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: SWc8fI_9iqA
[2026-05-31T10:50:39.404+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AZlBZuS4hr0
[2026-05-31T10:50:39.407+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: Gx6VeIIbWwM
[2026-05-31T10:50:39.409+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: CAOY8EKH1qU
[2026-05-31T10:50:39.411+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: IQxea9UB1nQ
[2026-05-31T10:50:39.413+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: KrLj6nc516A
[2026-05-31T10:50:39.415+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: zgLhCT7aFCA
[2026-05-31T10:50:39.417+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: L5kIXRdwGAI
[2026-05-31T10:50:39.419+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: 19NmWqv4Alk
